Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),CORRECTED Anatomical Structure,Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Project (CV),Data Collection (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Wrangler Notes,Prior Project,Prior Anatomical Structure (CV)
20180717_sample_6,mouse,NCBI:txid10090,mouse_DFHTC,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180717_sample_7,mouse,NCBI:txid10090,mouse_DFHTC,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180718_sample_2,mouse,NCBI:txid10090,mouse_PYCYR,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180718_sample_3,mouse,NCBI:txid10090,mouse_PYCYR,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180718_sample_4,mouse,NCBI:txid10090,mouse_PYCYR,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180719_sample_1,mouse,NCBI:txid10090,mouse_NRBVC,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180719_sample_4,mouse,NCBI:txid10090,mouse_NRBVC,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180720_sample_2,mouse,NCBI:txid10090,mouse_PIDAD,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180720_sample_3,mouse,NCBI:txid10090,mouse_PIDAD,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180720_sample_5,mouse,NCBI:txid10090,mouse_PIDAD,wt/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180725_sample_3,mouse,NCBI:txid10090,mouse_ANUPT,Viaat-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180725_sample_4,mouse,NCBI:txid10090,mouse_ANUPT,Viaat-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180725_sample_6,mouse,NCBI:txid10090,mouse_ANUPT,Viaat-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180725_sample_7,mouse,NCBI:txid10090,mouse_ANUPT,Viaat-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180725_sample_9,mouse,NCBI:txid10090,mouse_ANUPT,Viaat-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180726_sample_3,mouse,NCBI:txid10090,mouse_XHGCQ,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180726_sample_4,mouse,NCBI:txid10090,mouse_XHGCQ,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180726_sample_5,mouse,NCBI:txid10090,mouse_XHGCQ,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180726_sample_6,mouse,NCBI:txid10090,mouse_XHGCQ,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180726_sample_7,mouse,NCBI:txid10090,mouse_XHGCQ,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180817_sample_2,mouse,NCBI:txid10090,mouse_APLSV,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180817_sample_3,mouse,NCBI:txid10090,mouse_APLSV,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180817_sample_4,mouse,NCBI:txid10090,mouse_APLSV,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180817_sample_5,mouse,NCBI:txid10090,mouse_APLSV,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180817_sample_6,mouse,NCBI:txid10090,mouse_APLSV,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180817_sample_7,mouse,NCBI:txid10090,mouse_APLSV,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180820_sample_1,mouse,NCBI:txid10090,mouse_WVNFF,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180820_sample_2,mouse,NCBI:txid10090,mouse_WVNFF,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180820_sample_3,mouse,NCBI:txid10090,mouse_WVNFF,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180820_sample_4,mouse,NCBI:txid10090,mouse_WVNFF,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180820_sample_5,mouse,NCBI:txid10090,mouse_WVNFF,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180820_sample_6,mouse,NCBI:txid10090,mouse_WVNFF,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180820_sample_7,mouse,NCBI:txid10090,mouse_WVNFF,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180822_sample_1,mouse,NCBI:txid10090,mouse_MSVHB,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180822_sample_2,mouse,NCBI:txid10090,mouse_MSVHB,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180822_sample_3,mouse,NCBI:txid10090,mouse_MSVHB,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180822_sample_4,mouse,NCBI:txid10090,mouse_MSVHB,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180822_sample_6,mouse,NCBI:txid10090,mouse_MSVHB,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180822_sample_7,mouse,NCBI:txid10090,mouse_MSVHB,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180828_sample_2,mouse,NCBI:txid10090,mouse_UAOAE,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180828_sample_3,mouse,NCBI:txid10090,mouse_UAOAE,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180828_sample_4,mouse,NCBI:txid10090,mouse_UAOAE,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180828_sample_5,mouse,NCBI:txid10090,mouse_UAOAE,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180828_sample_6,mouse,NCBI:txid10090,mouse_UAOAE,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180828_sample_7,mouse,NCBI:txid10090,mouse_UAOAE,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180828_sample_8,mouse,NCBI:txid10090,mouse_UAOAE,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180829_sample_1,mouse,NCBI:txid10090,mouse_PSDCQ,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180829_sample_2,mouse,NCBI:txid10090,mouse_PSDCQ,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180829_sample_3,mouse,NCBI:txid10090,mouse_PSDCQ,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180829_sample_4,mouse,NCBI:txid10090,mouse_PSDCQ,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180829_sample_5,mouse,NCBI:txid10090,mouse_PSDCQ,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180829_sample_6,mouse,NCBI:txid10090,mouse_PSDCQ,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180829_sample_7,mouse,NCBI:txid10090,mouse_PSDCQ,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180829_sample_8,mouse,NCBI:txid10090,mouse_PSDCQ,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180830_sample_1,mouse,NCBI:txid10090,mouse_QLNUF,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180830_sample_2,mouse,NCBI:txid10090,mouse_QLNUF,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180830_sample_5,mouse,NCBI:txid10090,mouse_QLNUF,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180830_sample_6,mouse,NCBI:txid10090,mouse_QLNUF,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180904_sample_1,mouse,NCBI:txid10090,mouse_CIEXQ,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180904_sample_2,mouse,NCBI:txid10090,mouse_CIEXQ,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180904_sample_3,mouse,NCBI:txid10090,mouse_CIEXQ,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180904_sample_4,mouse,NCBI:txid10090,mouse_CIEXQ,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180904_sample_5,mouse,NCBI:txid10090,mouse_CIEXQ,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180904_sample_6,mouse,NCBI:txid10090,mouse_CIEXQ,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180904_sample_7,mouse,NCBI:txid10090,mouse_CIEXQ,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180904_sample_9,mouse,NCBI:txid10090,mouse_CIEXQ,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180905_sample_1,mouse,NCBI:txid10090,mouse_NUCAT,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180905_sample_2,mouse,NCBI:txid10090,mouse_NUCAT,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180910_sample_2,mouse,NCBI:txid10090,mouse_UWACR,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180910_sample_3,mouse,NCBI:txid10090,mouse_UWACR,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180911_sample_1,mouse,NCBI:txid10090,mouse_YJVZC,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180911_sample_2,mouse,NCBI:txid10090,mouse_YJVZC,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180911_sample_3,mouse,NCBI:txid10090,mouse_YJVZC,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180911_sample_5,mouse,NCBI:txid10090,mouse_YJVZC,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180911_sample_6,mouse,NCBI:txid10090,mouse_YJVZC,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180912_sample_2,mouse,NCBI:txid10090,mouse_HNXRO,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180912_sample_3,mouse,NCBI:txid10090,mouse_HNXRO,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180912_sample_6,mouse,NCBI:txid10090,mouse_HNXRO,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180913_sample_2,mouse,NCBI:txid10090,mouse_VWBJB,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180917_sample_1,mouse,NCBI:txid10090,mouse_ZQHAI,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180917_sample_2,mouse,NCBI:txid10090,mouse_ZQHAI,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180917_sample_3,mouse,NCBI:txid10090,mouse_ZQHAI,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180917_sample_4,mouse,NCBI:txid10090,mouse_ZQHAI,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180917_sample_5,mouse,NCBI:txid10090,mouse_ZQHAI,Sst-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180918_sample_1,mouse,NCBI:txid10090,mouse_KVPGJ,Vip-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180918_sample_2,mouse,NCBI:txid10090,mouse_KVPGJ,Vip-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180918_sample_3,mouse,NCBI:txid10090,mouse_KVPGJ,Vip-IRES-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
20180920_sample_1,mouse,NCBI:txid10090,mouse_WZCRY,Pvalb-Cre/wt; Ai9/wt,cell morphology,neuron morphology reconstruction,MOp,cells,1,Baylor College of Medicine,Andreas Tolias,1U19MH114830-01,zeng_tolias_pseq_proj,zeng_tolias_pseq_m,BIL,,,2020Q1,,,
