Sample ID,Organism Type (CV),Organism NCBI Taxonomy ID,Transgenic Line Information,Modality (CV),Method (CV),Technique (CV),Anatomical Structure (CV),Total Processed Cells,Organization (CV),Lab,Investigator,Grant Number (CV),R24 Name (CV),R24 Directory,Comments
Pvalb-IRES-Cre;Ai75-343201,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Rorb';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Rorb_Ai75_M_343201_171020,(Sample Info: Gender='M');Coronal Slicing;
Slc32a1-IRES-Cre;Ai75-306468,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Slc32a1';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Slc32a1_Ai75_F_30468_170426,(Sample Info: Gender='F');Coronal Slicing;
Slc32a1-IRES-Cre;Ai75-306470,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Slc32a1';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Slc32a1_Ai75_F_30470_170505,(Sample Info: Gender='F');Coronal Slicing;
Slc32a1-IRES-Cre;Ai75-316791,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Slc32a1';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Slc32a1_Ai75_F_316791_170602,(Sample Info: Gender='F');Coronal Slicing;
Slc32a1-IRES-Cre;Ai75-316792,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Slc32a1';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Slc32a1_Ai75_F_316792_170603,(Sample Info: Gender='F');Coronal Slicing;
Slc32a1-IRES-Cre;Ai75-329580,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Slc32a1';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Slc32a1_Ai75_F_329580_171001,(Sample Info: Gender='F');Coronal Slicing;
Slc32a1-IRES-Cre;Ai75-306463,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Slc32a1';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Slc32a1_Ai75_M_306463_170420,(Sample Info: Gender='M');Coronal Slicing;
Slc32a1-IRES-Cre;Ai75-306464,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Slc32a1';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Slc32a1_Ai75_M_306464_170418,(Sample Info: Gender='M');Coronal Slicing;
Slc32a1-IRES-Cre;Ai75-324459,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Slc32a1';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Slc32a1_Ai75_M_324459_170927,(Sample Info: Gender='M');Coronal Slicing;
Slc32a1-IRES-Cre;Ai75-329589,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Slc32a1';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Slc32a1_Ai75_M_329589_170929,(Sample Info: Gender='M');Coronal Slicing;
Slc32a1-IRES-Cre;Ai75-339635,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Slc32a1';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Slc32a1_Ai75_M_339635_180219,(Sample Info: Gender='M');Coronal Slicing;
Tlx3-Cre_PL56;Ai75-361897,mouse,NCBI:txid10090,Strain_Name='C57BL6';Cre_Driver_Line='Tlx3';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,./biccndc/Tlx3_Ai75_M_361897_180125,(Sample Info: Gender='M');Coronal Slicing;
Chat_Ai75_F_372147_180309,mouse,NCBI:txid10091,Strain_Name='C57BL6';Cre_Driver_Line='Chat';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Chat_Ai75_F_372147_180309,(Sample Info: Gender='F');Coronal Slicing;
Chat_Ai75_F_372148_180303,mouse,NCBI:txid10092,Strain_Name='C57BL6';Cre_Driver_Line='Chat';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Chat_Ai75_F_372148_180303,(Sample Info: Gender='F');Coronal Slicing;
Chat_Ai75_F_372149_180308,mouse,NCBI:txid10093,Strain_Name='C57BL6';Cre_Driver_Line='Chat';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Chat_Ai75_F_372149_180308,(Sample Info: Gender='F');Coronal Slicing;
Chat_Ai75_F_372150_180302,mouse,NCBI:txid10094,Strain_Name='C57BL6';Cre_Driver_Line='Chat';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Chat_Ai75_F_372150_180302,(Sample Info: Gender='F');Coronal Slicing;
Chat_Ai75_M_372145_180301,mouse,NCBI:txid10095,Strain_Name='C57BL6';Cre_Driver_Line='Chat';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Chat_Ai75_M_372145_180301,(Sample Info: Gender='M');Coronal Slicing;
Chat_Ai75_M_372146_180305,mouse,NCBI:txid10096,Strain_Name='C57BL6';Cre_Driver_Line='Chat';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Chat_Ai75_M_372146_180305,(Sample Info: Gender='M');Coronal Slicing;
Cux2_Ai75_F_320741_170604,mouse,NCBI:txid10097,Strain_Name='C57BL6';Cre_Driver_Line='Cux2';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Cux2_Ai75_F_320741_170604,(Sample Info: Gender='F');Coronal Slicing;
Cux2_Ai75_F_320743_170605,mouse,NCBI:txid10098,Strain_Name='C57BL6';Cre_Driver_Line='Cux2';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Cux2_Ai75_F_320743_170605,(Sample Info: Gender='F');Coronal Slicing;
Cux2_Ai75_F_320745_170607,mouse,NCBI:txid10099,Strain_Name='C57BL6';Cre_Driver_Line='Cux2';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Cux2_Ai75_F_320745_170607,(Sample Info: Gender='F');Coronal Slicing;
Cux2_Ai75_M_307671_170509,mouse,NCBI:txid10100,Strain_Name='C57BL6';Cre_Driver_Line='Cux2';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Cux2_Ai75_M_307671_170509,(Sample Info: Gender='M');Coronal Slicing;
Cux2_Ai75_M_327092_170922,mouse,NCBI:txid10101,Strain_Name='C57BL6';Cre_Driver_Line='Cux2';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Cux2_Ai75_M_327092_170922,(Sample Info: Gender='M');Coronal Slicing;
Cux2_Ai75_M_327096_170922,mouse,NCBI:txid10102,Strain_Name='C57BL6';Cre_Driver_Line='Cux2';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Cux2_Ai75_M_327096_170922,(Sample Info: Gender='M');Coronal Slicing;
Cux2_Ai75_M_327097_170925,mouse,NCBI:txid10103,Strain_Name='C57BL6';Cre_Driver_Line='Cux2';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Cux2_Ai75_M_327097_170925,(Sample Info: Gender='M');Coronal Slicing;
Ntsr1_Ai75_F_344098_171204,mouse,NCBI:txid10104,Strain_Name='C57BL6';Cre_Driver_Line='Ntsr1';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Ntsr1_Ai75_F_344098_171204,(Sample Info: Gender='F');Coronal Slicing;
Ntsr1_Ai75_F_344719_171116,mouse,NCBI:txid10105,Strain_Name='C57BL6';Cre_Driver_Line='Ntsr1';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Ntsr1_Ai75_F_344719_171116,(Sample Info: Gender='F');Coronal Slicing;
Ntsr1_Ai75_F_344720_171120,mouse,NCBI:txid10106,Strain_Name='C57BL6';Cre_Driver_Line='Ntsr1';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Ntsr1_Ai75_F_344720_171120,(Sample Info: Gender='F');Coronal Slicing;
Ntsr1_Ai75_F_353973_171202,mouse,NCBI:txid10107,Strain_Name='C57BL6';Cre_Driver_Line='Ntsr1';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Ntsr1_Ai75_F_353973_171202,(Sample Info: Gender='F');Coronal Slicing;
Ntsr1_Ai75_F_353974_171201,mouse,NCBI:txid10108,Strain_Name='C57BL6';Cre_Driver_Line='Ntsr1';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Ntsr1_Ai75_F_353974_171201,(Sample Info: Gender='F');Coronal Slicing;
Ntsr1_Ai75_M_344713_171115,mouse,NCBI:txid10109,Strain_Name='C57BL6';Cre_Driver_Line='Ntsr1';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Ntsr1_Ai75_M_344713_171115,(Sample Info: Gender='M');Coronal Slicing;
Ntsr1_Ai75_M_344714_171017,mouse,NCBI:txid10110,Strain_Name='C57BL6';Cre_Driver_Line='Ntsr1';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Ntsr1_Ai75_M_344714_171017,(Sample Info: Gender='M');Coronal Slicing;
Ntsr1_Ai75_M_353969_171205,mouse,NCBI:txid10111,Strain_Name='C57BL6';Cre_Driver_Line='Ntsr1';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Ntsr1_Ai75_M_353969_171205,(Sample Info: Gender='M');Coronal Slicing;
Rbp4_Ai75_F_341741_171019,mouse,NCBI:txid10112,Strain_Name='C57BL6';Cre_Driver_Line='Rbp4';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Rbp4_Ai75_F_341741_171019,(Sample Info: Gender='F');Coronal Slicing;
Rbp4_Ai75_F_361758_180116,mouse,NCBI:txid10113,Strain_Name='C57BL6';Cre_Driver_Line='Rbp4';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Rbp4_Ai75_F_361758_180116,(Sample Info: Gender='F');Coronal Slicing;
Rbp4_Ai75_F_362698_180119,mouse,NCBI:txid10114,Strain_Name='C57BL6';Cre_Driver_Line='Rbp4';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Rbp4_Ai75_F_362698_180119,(Sample Info: Gender='F');Coronal Slicing;
Rbp4_Ai75_F_362700_180118,mouse,NCBI:txid10115,Strain_Name='C57BL6';Cre_Driver_Line='Rbp4';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Rbp4_Ai75_F_362700_180118,(Sample Info: Gender='F');Coronal Slicing;
Rbp4_Ai75_M_353906_171207,mouse,NCBI:txid10116,Strain_Name='C57BL6';Cre_Driver_Line='Rbp4';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Rbp4_Ai75_M_353906_171207,(Sample Info: Gender='M');Coronal Slicing;
Rbp4_Ai75_M_361753_180105,mouse,NCBI:txid10117,Strain_Name='C57BL6';Cre_Driver_Line='Rbp4';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Rbp4_Ai75_M_361753_180105,(Sample Info: Gender='M');Coronal Slicing;
Rbp4_Ai75_M_361756_180115,mouse,NCBI:txid10118,Strain_Name='C57BL6';Cre_Driver_Line='Rbp4';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Rbp4_Ai75_M_361756_180115,(Sample Info: Gender='M');Coronal Slicing;
Rbp4_Ai75_M_362696_180117,mouse,NCBI:txid10119,Strain_Name='C57BL6';Cre_Driver_Line='Rbp4';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Rbp4_Ai75_M_362696_180117,(Sample Info: Gender='M');Coronal Slicing;
Tlx3_Ai75_F_337580_171016,mouse,NCBI:txid10120,Strain_Name='C57BL6';Cre_Driver_Line='Tlx3';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_F_337580_171016,(Sample Info: Gender='F');Coronal Slicing;
Tlx3_Ai75_F_337581_171229,mouse,NCBI:txid10121,Strain_Name='C57BL6';Cre_Driver_Line='Tlx3';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_F_337581_171229,(Sample Info: Gender='F');Coronal Slicing;
Tlx3_Ai75_F_345956_171209,mouse,NCBI:txid10122,Strain_Name='C57BL6';Cre_Driver_Line='Tlx3';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_F_345956_171209,(Sample Info: Gender='F');Coronal Slicing;
Tlx3_Ai75_F_345957_171208,mouse,NCBI:txid10123,Strain_Name='C57BL6';Cre_Driver_Line='Tlx3';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_F_345957_171208,(Sample Info: Gender='F');Coronal Slicing;
Tlx3_Ai75_M_361895_180127,mouse,NCBI:txid10124,Strain_Name='C57BL6';Cre_Driver_Line='Tlx3';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_M_361895_180127,(Sample Info: Gender='M');Coronal Slicing;
Tlx3_Ai75_M_361896_180130,mouse,NCBI:txid10125,Strain_Name='C57BL6';Cre_Driver_Line='Tlx3';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_M_361896_180130,(Sample Info: Gender='M');Coronal Slicing;
Tlx3_Ai75_M_361898_180126,mouse,NCBI:txid10126,Strain_Name='C57BL6';Cre_Driver_Line='Tlx3';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_M_361898_180126,(Sample Info: Gender='M');Coronal Slicing;
Tlx3_Ai75_M_361899_180123,mouse,NCBI:txid10127,Strain_Name='C57BL6';Cre_Driver_Line='Tlx3';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_M_361899_180123,(Sample Info: Gender='M');Coronal Slicing;
Tlx3_Ai75_M_361900_180122,mouse,NCBI:txid10128,Strain_Name='C57BL6';Cre_Driver_Line='Tlx3';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/Batch2transfers-180321/Tlx3_Ai75_M_361900_180122,(Sample Info: Gender='M');Coronal Slicing;
Chat_Ai75_M_372143_180328,mouse,NCBI:txid10129,Strain_Name='C57BL6';Cre_Driver_Line=Chat';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/batch3transfers_180706/Chat_Ai75_M_372143_180328,(Sample Info: Gender='M');Coronal Slicing;
Ctgf-T2A_Ai75_F_371801_180402,mouse,NCBI:txid10130,Strain_Name='C57BL6';Cre_Driver_Line='Ctgf-T2A';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/batch3transfers_180706/Ctgf-T2A_Ai75_F_371801_180402,(Sample Info: Gender='F');Coronal Slicing;
Ctgf-T2A_Ai75_F_371802_180410,mouse,NCBI:txid10131,Strain_Name='C57BL6';Cre_Driver_Line='Ctgf-T2A';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/batch3transfers_180706/Ctgf-T2A_Ai75_F_371802_180410,(Sample Info: Gender='F');Coronal Slicing;
Ctgf-T2A_Ai75_F_371803_180405,mouse,NCBI:txid10132,Strain_Name='C57BL6';Cre_Driver_Line='Ctgf-T2A';Reporter_Name='Ai75';,Cell Counting,cell type distribution,STPT,Whole brain,,Cold Spring Harbor Laboratory,Osten_U01,Pavel Osten,1-U01-MH114824-01,BIL,dxc.psc.edu:/crucible/brain/biccndc/mnt/ostenmitragrid/rpalanis/osten-U01/batch3transfers_180706/Ctgf-T2A_Ai75_F_371803_180405,(Sample Info: Gender='F');Coronal Slicing;
