sample_id,sample_type,donor_id,legacy_id,Organism Type (CV),Organism NCBI Taxonomy ID,Transgenic Line Information,experiment_id,sample_id,modality,method,technique,modality.method.technique,Anatomical Structure (CV),Total Processed Cells,Organization (CV),organization,team_name,investigator,grant_number,data_archive,Public R24 directory,Public R24 file path,file_location,Desired ID,,BIL legacy.ID,legacy_id,legacy_modality,legacy_method,legacy_technique,Release,,,,,,,
AIBS_569790752,,,AIBS_569790752,mouse,NCBI:txid10090,"Foxp2-IRES-Cre,Ai14(RCL-tdT)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500352395/,,,500352395,,,,,Q4 2018,,,,,,,
AIBS_571132251,,,AIBS_571132251,mouse,NCBI:txid10090,"Gnb4-IRES2-CreERT2,Ai140(TIT2L-GFP-ICL-tTA2)",,,expression characterization,imaging,STPT,cell counting.imaging.STPT,,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/c8/6a/,,/bil/data/c8/6a/c86a770b7cbdc1b4/0500351809/,,,500351809,,,,,Q4 2018,,,,,,,
aba:specimens:603197236,whole brain,aba:donors:603197228,603197236,mouse,NCBI:txid10090,,biccn:experiments:1589,aba:specimens:603197236,cell morphology,imaging,fMOST,cell morphology.imaging.fMOST,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/7f/53/,ftp://download.brainimagelibrary.org:8811/7f/53/7f537a62e521a26a/mouseID_314107,BrainBall to R24,,,mouseID_236174,603197236,Anatomy/Morphology,FullMorphology,,Q3 2018,,,,,,,
aba:specimens:712844124,whole brain,aba:donors:712844009,712844124,mouse,NCBI:txid10090,,biccn:experiments:1591,aba:specimens:712844124,cell morphology,imaging,fMOST,cell morphology.imaging.fMOST,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/7f/53/,ftp://download.brainimagelibrary.org:8811/7f/53/7f537a62e521a26a/mouseID_297974,BrainBall to R24,,,mouseID_314107,712844124,Anatomy/Morphology,FullMorphology,,Q3 2018,,,,,,,
aba:specimens:712844138,whole brain,aba:donors:712844129,712844138,mouse,NCBI:txid10090,,biccn:experiments:1590,aba:specimens:712844138,cell morphology,imaging,fMOST,cell morphology.imaging.fMOST,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/7f/53/,ftp://download.brainimagelibrary.org:8811/7f/53/7f537a62e521a26a/mouseID_236174,BrainBall to R24,,,mouseID_297974,712844138,Anatomy/Morphology,FullMorphology,,Q3 2018,,,,,,,
AIBS_732664811,,,AIBS_732664811,mouse,NCBI:txid10090,Gnb4-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,,cell morphology,imaging,fMOST,cell morphology.imaging.fMOST,CTX Cerebral cortex,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/94/77/,,/bil/data/94/77/94775d6a2ddab320/339951-17781,,,339951-17781,,,,,Q4 2018,,,,,,,
AIBS_732702664,,,AIBS_732702664,mouse,NCBI:txid10090,Tlx3-Cre_PL56/wt;Ai82(TITL-GFP)/Ai161(TIT2L-GFP-ICR-tTA2),,,cell morphology,imaging,fMOST,cell morphology.imaging.fMOST,grey Basic cell groups and regions,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/94/77/,,/bil/data/94/77/94775d6a2ddab320/326952-17304,,,326952-17304,,,,,Q4 2018,,,,,,,
AIBS_732706821,,,AIBS_732706821,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,,cell morphology,imaging,fMOST,cell morphology.imaging.fMOST,grey Basic cell groups and regions,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/94/77/,,/bil/data/94/77/94775d6a2ddab320/321237-17302,,,321237-17302,,,,,Q4 2018,,,,,,,
AIBS_732707727,,,AIBS_732707727,mouse,NCBI:txid10090,Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2),,,cell morphology,imaging,fMOST,cell morphology.imaging.fMOST,grey Basic cell groups and regions,,Allen Institute for Brain Science,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,ftp://download.brainimagelibrary.org:8811/94/77/,,/bil/data/94/77/94775d6a2ddab320/321244-17545,,,321244-17545,,,,,Q4 2018,,,,,,,
aba:specimens:653169155,whole brain,aba:donors:653169135,653169155,mouse,NCBI:txid10090,,biccn:experiments:1527,aba:specimens:653169155,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500368666,./josem/tissuecyte_data/0500368666/0500368666-0INDEX.jp2,,,500368666,653169155,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:653169165,whole brain,aba:donors:653169159,653169165,mouse,NCBI:txid10090,,biccn:experiments:1526,aba:specimens:653169165,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,#N/A,./josem/tissuecyte_data/0500368612/0500368612-0INDEX.jp2,,,500368612,653169165,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:653169175,whole brain,aba:donors:653169169,653169175,mouse,NCBI:txid10090,,biccn:experiments:1541,aba:specimens:653169175,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500368672,./josem/tissuecyte_data/0500368672/0500368672-0INDEX.jp2,,,500368672,653169175,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:653169192,whole brain,aba:donors:653169181,653169192,mouse,NCBI:txid10090,,biccn:experiments:1546,aba:specimens:653169192,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500368678,./josem/tissuecyte_data/0500368678/0500368678-0INDEX.jp2,,,500368678,653169192,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:653169224,whole brain,aba:donors:653169207,653169224,mouse,NCBI:txid10090,,biccn:experiments:1545,aba:specimens:653169224,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500368558,./josem/tissuecyte_data/0500368558/0500368558-0INDEX.jp2,,,500368558,653169224,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:653169243,whole brain,aba:donors:653169228,653169243,mouse,NCBI:txid10090,,biccn:experiments:1555,aba:specimens:653169243,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500368560,./josem/tissuecyte_data/0500368560/0500368560-0INDEX.jp2,,,500368560,653169243,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:653169272,whole brain,aba:donors:653169251,653169272,mouse,NCBI:txid10090,,biccn:experiments:1556,aba:specimens:653169272,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500368562,./josem/tissuecyte_data/0500368562/0500368562-0INDEX.jp2,,,500368562,653169272,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:653195605,whole brain,aba:donors:653195593,653195605,mouse,NCBI:txid10090,,biccn:experiments:1543,aba:specimens:653195605,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500373185,./josem/tissuecyte_data/0500373185/0500373185-0INDEX.jp2,,,500373185,653195605,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:653195634,whole brain,aba:donors:653195628,653195634,mouse,NCBI:txid10090,,biccn:experiments:1548,aba:specimens:653195634,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500369687,./josem/tissuecyte_data/0500369687/0500369687-0INDEX.jp2,,,500369687,653195634,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:653195702,whole brain,aba:donors:653195695,653195702,mouse,NCBI:txid10090,,biccn:experiments:1549,aba:specimens:653195702,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500371159,./josem/tissuecyte_data/0500371159/0500371159-0INDEX.jp2,,,500371159,653195702,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:653195750,whole brain,aba:donors:653195745,653195750,mouse,NCBI:txid10090,,biccn:experiments:1568,aba:specimens:653195750,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500373369,./josem/tissuecyte_data/0500373369/0500373369-0INDEX.jp2,,,500373369,653195750,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:653195785,whole brain,aba:donors:653195753,653195785,mouse,NCBI:txid10090,,biccn:experiments:1569,aba:specimens:653195785,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500368598,./josem/tissuecyte_data/0500368598/0500368598-0INDEX.jp2,,,500368598,653195785,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:653196526,whole brain,aba:donors:653196520,653196526,mouse,NCBI:txid10090,,biccn:experiments:1582,aba:specimens:653196526,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500370607,./josem/tissuecyte_data/0500370607/0500370607-0INDEX.jp2,,,500370607,653196526,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:654584345,whole brain,aba:donors:654584245,654584345,mouse,NCBI:txid10090,,biccn:experiments:1534,aba:specimens:654584345,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500368963,./josem/tissuecyte_data/0500368963/0500368963-0INDEX.jp2,,,500368963,654584345,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:654586653,whole brain,aba:donors:654584940,654586653,mouse,NCBI:txid10090,,biccn:experiments:1533,aba:specimens:654586653,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500368669,./josem/tissuecyte_data/0500368669/0500368669-0INDEX.jp2,,,500368669,654586653,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:654587288,whole brain,aba:donors:654587266,654587288,mouse,NCBI:txid10090,,biccn:experiments:1535,aba:specimens:654587288,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500370523,./josem/tissuecyte_data/0500370523/0500370523-0INDEX.jp2,,,500370523,654587288,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:656565322,whole brain,aba:donors:656565299,656565322,mouse,NCBI:txid10090,,biccn:experiments:1540,aba:specimens:656565322,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500371970,./josem/tissuecyte_data/0500371970/0500371970-0INDEX.jp2,,,500371970,656565322,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:656565368,whole brain,aba:donors:656565363,656565368,mouse,NCBI:txid10090,,biccn:experiments:1571,aba:specimens:656565368,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500372631,./josem/tissuecyte_data/0500372631/0500372631-0INDEX.jp2,,,500372631,656565368,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:656628787,whole brain,aba:donors:656628782,656628787,mouse,NCBI:txid10090,,biccn:experiments:1561,aba:specimens:656628787,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500369881,./josem/tissuecyte_data/0500369881/0500369881-0INDEX.jp2,,,500369881,656628787,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:656628809,whole brain,aba:donors:656628797,656628809,mouse,NCBI:txid10090,,biccn:experiments:1560,aba:specimens:656628809,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500369513,./josem/tissuecyte_data/0500369513/0500369513-0INDEX.jp2,,,500369513,656628809,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:656643859,whole brain,aba:donors:656643853,656643859,mouse,NCBI:txid10090,,biccn:experiments:1537,aba:specimens:656643859,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500372819,./josem/tissuecyte_data/0500372819/0500372819-0INDEX.jp2,,,500372819,656643859,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:656644855,whole brain,aba:donors:656643952,656644855,mouse,NCBI:txid10090,,biccn:experiments:1536,aba:specimens:656644855,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500371163,./josem/tissuecyte_data/0500371163/0500371163-0INDEX.jp2,,,500371163,656644855,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:656818062,whole brain,aba:donors:656817979,656818062,mouse,NCBI:txid10090,,biccn:experiments:1562,aba:specimens:656818062,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500370433,./josem/tissuecyte_data/0500370433/0500370433-0INDEX.jp2,,,500370433,656818062,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:656850195,whole brain,aba:donors:656849897,656850195,mouse,NCBI:txid10090,,biccn:experiments:1531,aba:specimens:656850195,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500370842,./josem/tissuecyte_data/0500370842/0500370842-0INDEX.jp2,,,500370842,656850195,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:656850210,whole brain,aba:donors:656850205,656850210,mouse,NCBI:txid10090,,biccn:experiments:1532,aba:specimens:656850210,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500372267,./josem/tissuecyte_data/0500372267/0500372267-0INDEX.jp2,,,500372267,656850210,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:657860174,whole brain,aba:donors:657860165,657860174,mouse,NCBI:txid10090,,biccn:experiments:1551,aba:specimens:657860174,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500369266,./josem/tissuecyte_data/0500369266/0500369266-0INDEX.jp2,,,500369266,657860174,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:657860192,whole brain,aba:donors:657860178,657860192,mouse,NCBI:txid10090,,biccn:experiments:1552,aba:specimens:657860192,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500370824,./josem/tissuecyte_data/0500370824/0500370824-0INDEX.jp2,,,500370824,657860192,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:657861412,whole brain,aba:donors:657861407,657861412,mouse,NCBI:txid10090,,biccn:experiments:1547,aba:specimens:657861412,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500370184,./josem/tissuecyte_data/0500370184/0500370184-0INDEX.jp2,,,500370184,657861412,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:658334491,whole brain,aba:donors:658333893,658334491,mouse,NCBI:txid10090,,biccn:experiments:1579,aba:specimens:658334491,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500370714,./josem/tissuecyte_data/0500370714/0500370714-0INDEX.jp2,,,500370714,658334491,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:658335121,whole brain,aba:donors:658335060,658335121,mouse,NCBI:txid10090,,biccn:experiments:1578,aba:specimens:658335121,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500370780,./josem/tissuecyte_data/0500370780/0500370780-0INDEX.jp2,,,500370780,658335121,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:659121957,whole brain,aba:donors:659121758,659121957,mouse,NCBI:txid10090,,biccn:experiments:1553,aba:specimens:659121957,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500370804,./josem/tissuecyte_data/0500370804/0500370804-0INDEX.jp2,,,500370804,659121957,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:659136503,whole brain,aba:donors:659135952,659136503,mouse,NCBI:txid10090,,biccn:experiments:1563,aba:specimens:659136503,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500370884,./josem/tissuecyte_data/0500370884/0500370884-0INDEX.jp2,,,500370884,659136503,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:660581644,whole brain,aba:donors:660580631,660581644,mouse,NCBI:txid10090,,biccn:experiments:1544,aba:specimens:660581644,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500370844,./josem/tissuecyte_data/0500370844/0500370844-0INDEX.jp2,,,500370844,660581644,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:660776295,whole brain,aba:donors:660776290,660776295,mouse,NCBI:txid10090,,biccn:experiments:1558,aba:specimens:660776295,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500371769,./josem/tissuecyte_data/0500371769/0500371769-0INDEX.jp2,,,500371769,660776295,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:660779120,whole brain,aba:donors:660778636,660779120,mouse,NCBI:txid10090,,biccn:experiments:1565,aba:specimens:660779120,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500370762,./josem/tissuecyte_data/0500370762/0500370762-0INDEX.jp2,,,500370762,660779120,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:662650782,whole brain,aba:donors:662650777,662650782,mouse,NCBI:txid10090,,biccn:experiments:1539,aba:specimens:662650782,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500373425,./josem/tissuecyte_data/0500373425/0500373425-0INDEX.jp2,,,500373425,662650782,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:662668960,whole brain,aba:donors:662668861,662668960,mouse,NCBI:txid10090,,biccn:experiments:1573,aba:specimens:662668960,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500372194,./josem/tissuecyte_data/0500372194/0500372194-0INDEX.jp2,,,500372194,662668960,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
aba:specimens:664750677,whole brain,aba:donors:664749932,664750677,mouse,NCBI:txid10090,,biccn:experiments:1572,aba:specimens:664750677,connectivity,retrograde tracing,transsynaptic,connectivity.retrograde tracing.transsynaptic,,#N/A,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,BIL,#REF!,ftp://download.brainimagelibrary.org:8811/74/02/7402741313727c9b/tissuecyte_data/0500368915,./josem/tissuecyte_data/0500368915/0500368915-0INDEX.jp2,,,500368915,664750677,Anatomy/Morphology,RabiesTransSynaptic,,Q3 2018,,,,,,,
