606124489,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-337058,,transcriptomics,SMART-seq v4,ACA2/3,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
606776566,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-337059,,transcriptomics,SMART-seq v4,ACA6a,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L6,2019Q1,Corrected structures/projects,,,,,,,,,
606776571,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-337059,,transcriptomics,SMART-seq v4,ACA2/3,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
606776642,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-337059,,transcriptomics,SMART-seq v4,ACA5,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L5,2019Q1,Corrected structures/projects,,,,,,,,,
606777042,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-337059,,transcriptomics,SMART-seq v4,ACA2/3,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
606777520,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-337059,,transcriptomics,SMART-seq v4,ACA6a,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L6,2019Q1,Corrected structures/projects,,,,,,,,,
606777795,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-337059,,transcriptomics,SMART-seq v4,ACA5,cells,44,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L5,2019Q1,Corrected structures/projects,,,,,,,,,
614167406,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-341906,,transcriptomics,SMART-seq v4,ACA2/3,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
614167475,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-341906,,transcriptomics,SMART-seq v4,ACA6a,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L6,2019Q1,Corrected structures/projects,,,,,,,,,
614167637,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-341906,,transcriptomics,SMART-seq v4,ACA2/3,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
614168191,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-341906,,transcriptomics,SMART-seq v4,ACA6a,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L6,2019Q1,Corrected structures/projects,,,,,,,,,
614168645,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-341906,,transcriptomics,SMART-seq v4,ACA5,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L5,2019Q1,Corrected structures/projects,,,,,,,,,
614168778,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-341906,,transcriptomics,SMART-seq v4,ACA5,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L5,2019Q1,Corrected structures/projects,,,,,,,,,
639018135,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-347164,,transcriptomics,SMART-seq v4,ACA2/3,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
639018137,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-347164,,transcriptomics,SMART-seq v4,ACA6a,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L6,2019Q1,Corrected structures/projects,,,,,,,,,
639018139,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-347164,,transcriptomics,SMART-seq v4,ACA2/3,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
639018143,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-347164,,transcriptomics,SMART-seq v4,ACA6a,cells,56,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L6,2019Q1,Corrected structures/projects,,,,,,,,,
639018146,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-347164,,transcriptomics,SMART-seq v4,ACA2/3,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
639018149,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-347164,,transcriptomics,SMART-seq v4,ACA5,cells,65,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ACA - L5,2019Q1,Corrected structures/projects,,,,,,,,,
766872446,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-418110,,transcriptomics,SMART-seq v4,RSPv,cells,34,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_viral,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer_viral/},Mouse RSPv,2019Q1,Corrected structures/projects,,,,,,,,,
766874547,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-418110,,transcriptomics,SMART-seq v4,RSPv,cells,12,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_viral,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer_viral/},Mouse RSPv,2019Q1,Corrected structures/projects,,,,,,,,,
766875290,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-418110,,transcriptomics,SMART-seq v4,RSPv,cells,2,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_viral,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer_viral/},Mouse RSPv,2019Q1,Corrected structures/projects,,,,,,,,,
761825374,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-418111,,transcriptomics,SMART-seq v4,MOp,cells,47,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},"Mouse MOp -L1, L2/3, L5, L6",2019Q1,Corrected structures/projects,,,,,,,,,
764225875,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-418112,,transcriptomics,SMART-seq v4,MOp,cells,19,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_viral,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer_viral/},"Mouse MOp -L1, L2/3, L5, L6",2019Q1,Corrected structures/projects,,,,,,,,,
764228681,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-418112,,transcriptomics,SMART-seq v4,MOp,cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_viral,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer_viral/},"Mouse MOp -L1, L2/3, L5, L6",2019Q1,Corrected structures/projects,,,,,,,,,
764234108,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-418112,,transcriptomics,SMART-seq v4,MOp,cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_viral,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer_viral/},"Mouse MOp -L1, L2/3, L5, L6",2019Q1,Corrected structures/projects,,,,,,,,,
760940116,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-418116,,transcriptomics,SMART-seq v4,MOp,cells,26,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_viral,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer_viral/},"Mouse MOp - L1, L2/3, L5, L6",2019Q1,Corrected structures/projects,,,,,,,,,
760940215,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14-418116,,transcriptomics,SMART-seq v4,MOp,cells,22,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_viral,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer_viral/},"Mouse MOp - L1, L2/3, L5, L6",2019Q1,Corrected structures/projects,,,,,,,,,
496462497,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14(BT)-225974,,transcriptomics,SMART-seq v4,VISp2/3,cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
496462500,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14(BT)-225974,,transcriptomics,SMART-seq v4,VISp4,cells,40,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L4,2019Q1,Corrected structures/projects,,,,,,,,,
496462503,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14(BT)-225974,,transcriptomics,SMART-seq v4,VISp5,cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L5,2019Q1,Corrected structures/projects,,,,,,,,,
496462512,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14(BT)-225974,,transcriptomics,SMART-seq v4,VISp6a,cells,55,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L6,2019Q1,Corrected structures/projects,,,,,,,,,
496462517,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14(BT)-225974,,transcriptomics,SMART-seq v4,VISp6a,cells,17,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L6,2019Q1,Corrected structures/projects,,,,,,,,,
508970488,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14(BT)-234648,,transcriptomics,SMART-seq v4,VISp6a,cells,40,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L6,2019Q1,Corrected structures/projects,,,,,,,,,
508970639,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14(BT)-234648,,transcriptomics,SMART-seq v4,VISp5,cells,40,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L5,2019Q1,Corrected structures/projects,,,,,,,,,
508970798,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14(BT)-234648,,transcriptomics,SMART-seq v4,VISp4,cells,40,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L4,2019Q1,Corrected structures/projects,,,,,,,,,
508970862,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14(BT)-234648,,transcriptomics,SMART-seq v4,VISp2/3,cells,40,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L2/3,2019Q1,Corrected structures/projects,,,,,,,,,
508971032,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14(BT)-234648,,transcriptomics,SMART-seq v4,VISp5,cells,40,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L5,2019Q1,Corrected structures/projects,,,,,,,,,
508971044,mouse,NCBI:txid10090,Snap25-IRES2-Cre;Ai14(BT)-234648,,transcriptomics,SMART-seq v4,VISp6a,cells,40,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L6,2019Q1,Corrected structures/projects,,,,,,,,,
503357629,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-228567,,transcriptomics,SMART-seq v4,MOs2/3,cells,2,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
503357699,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-228567,,transcriptomics,SMART-seq v4,MOs5,cells,8,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L5,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
503357739,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-228567,,transcriptomics,SMART-seq v4,MOs6a,cells,7,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
503357831,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-228567,,transcriptomics,SMART-seq v4,MOs6a,cells,15,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
503357881,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-228567,,transcriptomics,SMART-seq v4,MOs5,cells,7,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L5,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
503357887,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-228567,,transcriptomics,SMART-seq v4,MOs2/3,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
501929531,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-228568,,transcriptomics,SMART-seq v4,MOs6a,cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
501929534,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-228568,,transcriptomics,SMART-seq v4,MOs5,cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L5,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
501929538,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-228568,,transcriptomics,SMART-seq v4,MOs2/3,cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
501929545,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-228568,,transcriptomics,SMART-seq v4,MOs2/3,cells,9,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
501929553,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-228568,,transcriptomics,SMART-seq v4,MOs5,cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L5,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
501929560,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-228568,,transcriptomics,SMART-seq v4,MOs6a,cells,23,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
503827075,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-230645,,transcriptomics,SMART-seq v4,MOs2/3,cells,6,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
503827608,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-230645,,transcriptomics,SMART-seq v4,MOs2/3,cells,4,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
503827679,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-230645,,transcriptomics,SMART-seq v4,MOs6a,cells,18,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
503827871,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-230645,,transcriptomics,SMART-seq v4,MOs5,cells,2,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L5,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
503827878,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-230645,,transcriptomics,SMART-seq v4,MOs6a,cells,10,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos,,,,,,,,,
551412912,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-274152,,transcriptomics,SMART-seq v4,VISp1;VISp2/3,cells,26,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},"Mouse VISp - L1, L2/3",2019Q1,Corrected structures/projects,,,,,,,,,
551413093,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-274152,,transcriptomics,SMART-seq v4,VISp4,cells,9,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L4,2019Q1,Corrected structures/projects,,,,,,,,,
551413140,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-274152,,transcriptomics,SMART-seq v4,VISp5,cells,61,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L5,2019Q1,Corrected structures/projects,,,,,,,,,
551413195,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-274152,,transcriptomics,SMART-seq v4,VISp6a,cells,34,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L6,2019Q1,Corrected structures/projects,,,,,,,,,
551423831,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-274153,,transcriptomics,SMART-seq v4,VISp6a,cells,47,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L6,2019Q1,Corrected structures/projects,,,,,,,,,
551423835,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-274153,,transcriptomics,SMART-seq v4,VISp5,cells,55,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L5,2019Q1,Corrected structures/projects,,,,,,,,,
551423840,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-274153,,transcriptomics,SMART-seq v4,VISp4,cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L4,2019Q1,Corrected structures/projects,,,,,,,,,
551423847,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-274153,,transcriptomics,SMART-seq v4,VISp1;VISp2/3,cells,34,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},"Mouse VISp - L1, L2/3",2019Q1,Corrected structures/projects,,,,,,,,,
554773589,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-278251,,transcriptomics,SMART-seq v4,VISp6a,cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L6,2019Q1,Corrected structures/projects,,,,,,,,,
554774457,mouse,NCBI:txid10090,Sst-IRES-Cre;Ai14-278251,,transcriptomics,SMART-seq v4,VISp4,cells,4,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L4,2019Q1,Corrected structures/projects,,,,,,,,,
